,name,token,type,exchange,ticksize
61514,AXISBANK19DEC640PE,15771394,PE,NFO,0.05
61515,AXISBANK19DEC640CE,15768578,CE,NFO,0.05
61516,AXISBANK19DEC630PE,15768322,PE,NFO,0.05
61517,AXISBANK19DEC630CE,15768066,CE,NFO,0.05
61518,AXISBANK19DEC620PE,15767554,PE,NFO,0.05
61519,AXISBANK19DEC620CE,15767298,CE,NFO,0.05
61520,AXISBANK19DEC610PE,15767042,PE,NFO,0.05
61521,AXISBANK19DEC610CE,15766274,CE,NFO,0.05
61522,AXISBANK19DEC600PE,15766018,PE,NFO,0.05
61523,AXISBANK19DEC600CE,15765762,CE,NFO,0.05
61524,AXISBANK19DEC590PE,15765506,PE,NFO,0.05
61525,AXISBANK19DEC590CE,15765250,CE,NFO,0.05
61526,AXISBANK19DEC580PE,15764994,PE,NFO,0.05
61527,AXISBANK19DEC580CE,15764738,CE,NFO,0.05
61528,AXISBANK19DEC570PE,15764482,PE,NFO,0.05
61529,AXISBANK19DEC570CE,15764226,CE,NFO,0.05
61530,AXISBANK19DEC560PE,15763970,PE,NFO,0.05
61531,AXISBANK19DEC560CE,15763714,CE,NFO,0.05
61532,AXISBANK19DEC550PE,15763458,PE,NFO,0.05
61533,AXISBANK19DEC550CE,15763202,CE,NFO,0.05
61534,AXISBANK19DEC540PE,15762946,PE,NFO,0.05
61535,AXISBANK19DEC540CE,15762690,CE,NFO,0.05
61536,AUROPHARMA19OCT720PE,15425282,PE,NFO,0.05
61537,AUROPHARMA19OCT720CE,15425026,CE,NFO,0.05
61538,AUROPHARMA19OCT710PE,15423490,PE,NFO,0.05
61539,AUROPHARMA19OCT710CE,15423234,CE,NFO,0.05
61540,AUROPHARMA19OCT700PE,15421186,PE,NFO,0.05
61541,AUROPHARMA19OCT700CE,15420930,CE,NFO,0.05
61542,AUROPHARMA19OCT690PE,15420674,PE,NFO,0.05
61543,AUROPHARMA19OCT690CE,15420418,CE,NFO,0.05
61544,AUROPHARMA19OCT680PE,15419650,PE,NFO,0.05
61545,AUROPHARMA19OCT680CE,15419394,CE,NFO,0.05
61546,AUROPHARMA19OCT670PE,15419138,PE,NFO,0.05
61547,AUROPHARMA19OCT670CE,15418882,CE,NFO,0.05
61548,AUROPHARMA19OCT660PE,15418626,PE,NFO,0.05
61549,AUROPHARMA19OCT660CE,15418370,CE,NFO,0.05
61550,AUROPHARMA19OCT650PE,15418114,PE,NFO,0.05
61551,AUROPHARMA19OCT650CE,15417858,CE,NFO,0.05
61552,AUROPHARMA19OCT640PE,15417602,PE,NFO,0.05
61553,AUROPHARMA19OCT640CE,15417346,CE,NFO,0.05
61554,AUROPHARMA19OCT630PE,15417090,PE,NFO,0.05
61555,AUROPHARMA19OCT630CE,15416834,CE,NFO,0.05
61556,AUROPHARMA19OCT620PE,15416578,PE,NFO,0.05
61557,GRASIM19SEP1080PE,16198146,PE,NFO,0.05
61558,AUROPHARMA19OCT620CE,15416322,CE,NFO,0.05
61559,AUROPHARMA19OCT610PE,15416066,PE,NFO,0.05
61560,AUROPHARMA19OCT610CE,15415810,CE,NFO,0.05
61561,AUROPHARMA19OCT600PE,15415554,PE,NFO,0.05
61562,AUROPHARMA19OCT600CE,15415298,CE,NFO,0.05
61563,AUROPHARMA19OCT590PE,15415042,PE,NFO,0.05
61564,AUROPHARMA19OCT590CE,15414786,CE,NFO,0.05
61565,AUROPHARMA19OCT580PE,15413250,PE,NFO,0.05
61566,AUROPHARMA19OCT580CE,15412994,CE,NFO,0.05
61567,AUROPHARMA19OCT560CE,15411970,CE,NFO,0.05
61568,AUROPHARMA19OCT550PE,15411714,PE,NFO,0.05
61569,AUROPHARMA19OCT550CE,15411458,CE,NFO,0.05
61570,AUROPHARMA19OCT540PE,15411202,PE,NFO,0.05
61571,AUROPHARMA19OCT540CE,15410946,CE,NFO,0.05
61572,AUROPHARMA19OCT530PE,15410690,PE,NFO,0.05
61573,AUROPHARMA19OCT530CE,15410434,CE,NFO,0.05
61574,AUROPHARMA19OCT520PE,15410178,PE,NFO,0.05
61575,AUROPHARMA19OCT520CE,15409922,CE,NFO,0.05
61576,AUROPHARMA19OCT510PE,15409666,PE,NFO,0.05
61577,AUROPHARMA19OCT510CE,15409410,CE,NFO,0.05
61578,AUROPHARMA19OCT500PE,15409154,PE,NFO,0.05
61579,AUROPHARMA19OCT500CE,15406850,CE,NFO,0.05
61580,AUROPHARMA19OCT490PE,15406594,PE,NFO,0.05
61581,AUROPHARMA19OCT490CE,15404290,CE,NFO,0.05
61582,AUROPHARMA19OCT480PE,15404034,PE,NFO,0.05
61583,AUROPHARMA19OCT480CE,15403778,CE,NFO,0.05
61584,AUROPHARMA19OCT470PE,15403522,PE,NFO,0.05
61585,AUROPHARMA19OCT470CE,15400706,CE,NFO,0.05
61586,AUROPHARMA19OCT460PE,15400450,PE,NFO,0.05
61587,AUROPHARMA19OCT460CE,15400194,CE,NFO,0.05
61588,AUROPHARMA19OCT450PE,15399938,PE,NFO,0.05
61589,AUROPHARMA19OCT450CE,15399682,CE,NFO,0.05
61590,AUROPHARMA19NOV740CE,13136386,CE,NFO,0.05
61591,AUROPHARMA19NOV730PE,13136130,PE,NFO,0.05
61592,AUROPHARMA19NOV730CE,13135874,CE,NFO,0.05
61593,AUROPHARMA19NOV720PE,13135618,PE,NFO,0.05
61594,AUROPHARMA19NOV720CE,13135362,CE,NFO,0.05
61595,AUROPHARMA19NOV710PE,13135106,PE,NFO,0.05
61596,AUROPHARMA19NOV710CE,13134850,CE,NFO,0.05
61597,AUROPHARMA19NOV700PE,13134082,PE,NFO,0.05
61598,AUROPHARMA19NOV700CE,13133826,CE,NFO,0.05
61599,AUROPHARMA19NOV690PE,13133570,PE,NFO,0.05
61600,AUROPHARMA19NOV690CE,13133314,CE,NFO,0.05
61601,AUROPHARMA19NOV680PE,13133058,PE,NFO,0.05
61602,AUROPHARMA19NOV680CE,13132802,CE,NFO,0.05
61603,AUROPHARMA19NOV670PE,13132546,PE,NFO,0.05
61604,AUROPHARMA19NOV670CE,13132290,CE,NFO,0.05
61605,AUROPHARMA19NOV660PE,13132034,PE,NFO,0.05
61606,AUROPHARMA19NOV660CE,13131778,CE,NFO,0.05
61607,AUROPHARMA19NOV650PE,13131522,PE,NFO,0.05
61608,AUROPHARMA19NOV650CE,13131266,CE,NFO,0.05
61609,AUROPHARMA19NOV640PE,13131010,PE,NFO,0.05
61610,AUROPHARMA19NOV640CE,13130754,CE,NFO,0.05
61611,AUROPHARMA19NOV630PE,13130498,PE,NFO,0.05
61612,AUROPHARMA19NOV630CE,13130242,CE,NFO,0.05
61613,AUROPHARMA19NOV620PE,13129986,PE,NFO,0.05
61614,AUROPHARMA19NOV620CE,13129730,CE,NFO,0.05
61615,GRASIM19SEP1080CE,16197890,CE,NFO,0.05
61616,GRASIM19SEP1060PE,16195586,PE,NFO,0.05
61617,GRASIM19SEP1060CE,16195330,CE,NFO,0.05
61618,GRASIM19SEP1040PE,16194818,PE,NFO,0.05
61619,AUROPHARMA19NOV610PE,13129474,PE,NFO,0.05
61620,AUROPHARMA19NOV610CE,13129218,CE,NFO,0.05
61621,AUROPHARMA19NOV600PE,13128962,PE,NFO,0.05
61622,AUROPHARMA19NOV600CE,13128706,CE,NFO,0.05
61623,AUROPHARMA19NOV590PE,13128450,PE,NFO,0.05
61624,AUROPHARMA19NOV590CE,13128194,CE,NFO,0.05
61625,AUROPHARMA19NOV570CE,13123074,CE,NFO,0.05
61626,AUROPHARMA19NOV560PE,13122818,PE,NFO,0.05
61627,AUROPHARMA19NOV560CE,13122562,CE,NFO,0.05
61628,AUROPHARMA19NOV550PE,13122306,PE,NFO,0.05
61629,AUROPHARMA19NOV550CE,13122050,CE,NFO,0.05
61630,AUROPHARMA19NOV540PE,13121794,PE,NFO,0.05
61631,AUROPHARMA19NOV540CE,13121538,CE,NFO,0.05
61632,AUROPHARMA19NOV530PE,13121026,PE,NFO,0.05
61633,AUROPHARMA19NOV530CE,13120770,CE,NFO,0.05
61634,AUROPHARMA19NOV520PE,13119234,PE,NFO,0.05
61635,AUROPHARMA19NOV520CE,13118978,CE,NFO,0.05
61636,AUROPHARMA19NOV510PE,13118722,PE,NFO,0.05
61637,AUROPHARMA19NOV510CE,13117954,CE,NFO,0.05
61638,AUROPHARMA19NOV500PE,13117698,PE,NFO,0.05
61639,AUROPHARMA19NOV500CE,13117442,CE,NFO,0.05
61640,AUROPHARMA19NOV490PE,13117186,PE,NFO,0.05
61641,AUROPHARMA19NOV490CE,13116930,CE,NFO,0.05
61642,AUROPHARMA19NOV480PE,13116674,PE,NFO,0.05
61643,AUROPHARMA19NOV480CE,13116418,CE,NFO,0.05
61644,AUROPHARMA19NOV470PE,13116162,PE,NFO,0.05
61645,AUROPHARMA19NOV470CE,13115394,CE,NFO,0.05
61646,AUROPHARMA19NOV460PE,13115138,PE,NFO,0.05
61647,AUROPHARMA19NOV460CE,13114370,CE,NFO,0.05
61648,AUROPHARMA19NOV450PE,13114114,PE,NFO,0.05
61649,AUROPHARMA19NOV450CE,13113858,CE,NFO,0.05
61650,AUROPHARMA19DEC750PE,15691778,PE,NFO,0.05
61651,AUROPHARMA19DEC750CE,15676418,CE,NFO,0.05
61652,AUROPHARMA19DEC740PE,15676162,PE,NFO,0.05
61653,AUROPHARMA19DEC740CE,15675906,CE,NFO,0.05
61654,AUROPHARMA19DEC730PE,15675650,PE,NFO,0.05
61655,AUROPHARMA19DEC730CE,15663874,CE,NFO,0.05
61656,AUROPHARMA19DEC720PE,15662850,PE,NFO,0.05
61657,AUROPHARMA19DEC720CE,15662594,CE,NFO,0.05
61658,AUROPHARMA19DEC710PE,15647490,PE,NFO,0.05
61659,AUROPHARMA19DEC710CE,15644418,CE,NFO,0.05
61660,AXISBANK19OCT870CE,15513090,CE,NFO,0.05
61661,AXISBANK19OCT860PE,15512834,PE,NFO,0.05
61662,AXISBANK19OCT860CE,15512578,CE,NFO,0.05
61663,AXISBANK19OCT850PE,15511810,PE,NFO,0.05
61664,AXISBANK19OCT850CE,15511554,CE,NFO,0.05
61665,AXISBANK19OCT840PE,15511298,PE,NFO,0.05
61666,AXISBANK19OCT840CE,15511042,CE,NFO,0.05
61667,AXISBANK19OCT830PE,15510786,PE,NFO,0.05
61668,AXISBANK19OCT830CE,15510530,CE,NFO,0.05
61669,AXISBANK19OCT820PE,15510274,PE,NFO,0.05
61670,AXISBANK19OCT820CE,15510018,CE,NFO,0.05
61671,AXISBANK19OCT810PE,15509762,PE,NFO,0.05
61672,AXISBANK19OCT810CE,15509506,CE,NFO,0.05
61673,AXISBANK19OCT800PE,15509250,PE,NFO,0.05
61674,AXISBANK19OCT800CE,15508994,CE,NFO,0.05
61675,AXISBANK19OCT790PE,15508738,PE,NFO,0.05
61676,AXISBANK19OCT790CE,15508482,CE,NFO,0.05
61677,AXISBANK19OCT780PE,15508226,PE,NFO,0.05
61678,AXISBANK19OCT780CE,15507970,CE,NFO,0.05
61679,GRASIM19SEP1040CE,16194562,CE,NFO,0.05
61680,AXISBANK19OCT770PE,15507714,PE,NFO,0.05
61681,AXISBANK19OCT770CE,15507458,CE,NFO,0.05
61682,AXISBANK19OCT760PE,15497986,PE,NFO,0.05
61683,AXISBANK19OCT760CE,15497730,CE,NFO,0.05
61684,AXISBANK19OCT750PE,15495170,PE,NFO,0.05
61685,AXISBANK19OCT750CE,15494914,CE,NFO,0.05
61686,AXISBANK19OCT740PE,15494658,PE,NFO,0.05
61687,AXISBANK19OCT740CE,15494402,CE,NFO,0.05
61688,AXISBANK19OCT730PE,15494146,PE,NFO,0.05
61689,AXISBANK19OCT730CE,15493890,CE,NFO,0.05
61690,AXISBANK19OCT720PE,15471106,PE,NFO,0.05
61691,AXISBANK19OCT720CE,15469826,CE,NFO,0.05
61692,AXISBANK19OCT710PE,15469570,PE,NFO,0.05
61693,AXISBANK19OCT710CE,15469314,CE,NFO,0.05
61694,AXISBANK19OCT700PE,15469058,PE,NFO,0.05
61695,AXISBANK19OCT700CE,15468802,CE,NFO,0.05
61696,AXISBANK19OCT690PE,15468546,PE,NFO,0.05
61697,AXISBANK19OCT690CE,15468290,CE,NFO,0.05
61698,AXISBANK19OCT680PE,15468034,PE,NFO,0.05
61699,AXISBANK19OCT680CE,15467778,CE,NFO,0.05
61700,AXISBANK19OCT670PE,15467522,PE,NFO,0.05
61701,AXISBANK19OCT670CE,15467266,CE,NFO,0.05
61702,AXISBANK19OCT660PE,15467010,PE,NFO,0.05
61703,AXISBANK19OCT660CE,15466754,CE,NFO,0.05
61704,AXISBANK19OCT650PE,15466498,PE,NFO,0.05
61705,AXISBANK19OCT650CE,15466242,CE,NFO,0.05
61706,AXISBANK19OCT640PE,15465986,PE,NFO,0.05
61707,AXISBANK19OCT640CE,15465730,CE,NFO,0.05
61708,AXISBANK19OCT630PE,15465474,PE,NFO,0.05
61709,AXISBANK19OCT630CE,15465218,CE,NFO,0.05
61710,AUROPHARMA19DEC700PE,15643650,PE,NFO,0.05
61711,AUROPHARMA19DEC700CE,15643394,CE,NFO,0.05
61712,AUROPHARMA19DEC690PE,15643138,PE,NFO,0.05
61713,AUROPHARMA19DEC690CE,15642882,CE,NFO,0.05
61714,AUROPHARMA19DEC680PE,15642114,PE,NFO,0.05
61715,AUROPHARMA19DEC680CE,15641858,CE,NFO,0.05
61716,AUROPHARMA19DEC670PE,15641602,PE,NFO,0.05
61717,AUROPHARMA19DEC670CE,15641346,CE,NFO,0.05
61718,AUROPHARMA19DEC660PE,15640578,PE,NFO,0.05
61719,AUROPHARMA19DEC660CE,15640322,CE,NFO,0.05
61720,AUROPHARMA19DEC650PE,15640066,PE,NFO,0.05
61721,AUROPHARMA19DEC650CE,15639810,CE,NFO,0.05
61722,AUROPHARMA19DEC640PE,15639042,PE,NFO,0.05
61723,AUROPHARMA19DEC640CE,15638786,CE,NFO,0.05
61724,AUROPHARMA19DEC630PE,15638530,PE,NFO,0.05
61725,AUROPHARMA19DEC630CE,15638274,CE,NFO,0.05
61726,AUROPHARMA19DEC620PE,15638018,PE,NFO,0.05
61727,AUROPHARMA19DEC620CE,15637762,CE,NFO,0.05
61728,AUROPHARMA19DEC610PE,15636482,PE,NFO,0.05
61729,AUROPHARMA19DEC610CE,15636226,CE,NFO,0.05
61730,AUROPHARMA19DEC600PE,15635970,PE,NFO,0.05
61731,AUROPHARMA19DEC600CE,15635714,CE,NFO,0.05
61732,AUROPHARMA19DEC590PE,15635458,PE,NFO,0.05
61733,AUROPHARMA19DEC590CE,15635202,CE,NFO,0.05
61734,AUROPHARMA19DEC580PE,15634434,PE,NFO,0.05
61735,AUROPHARMA19DEC580CE,15634178,CE,NFO,0.05
61736,AUROPHARMA19DEC570PE,15633922,PE,NFO,0.05
61737,AUROPHARMA19DEC570CE,15633666,CE,NFO,0.05
61738,AUROPHARMA19DEC560PE,15633410,PE,NFO,0.05
61739,AUROPHARMA19DEC560CE,15633154,CE,NFO,0.05
61740,HCLTECH19SEP880CE,16247298,CE,NFO,0.05
61741,AUROPHARMA19DEC550PE,15632898,PE,NFO,0.05
61742,AUROPHARMA19DEC550CE,15632642,CE,NFO,0.05
61743,AUROPHARMA19DEC540PE,15632386,PE,NFO,0.05
61744,AUROPHARMA19DEC540CE,15632130,CE,NFO,0.05
61745,AUROPHARMA19DEC530PE,15631874,PE,NFO,0.05
61746,AUROPHARMA19DEC530CE,15631618,CE,NFO,0.05
61747,AUROPHARMA19DEC520PE,15631362,PE,NFO,0.05
61748,AUROPHARMA19DEC520CE,15631106,CE,NFO,0.05
61749,AUROPHARMA19DEC510PE,15630850,PE,NFO,0.05
61750,AUROPHARMA19DEC510CE,15630594,CE,NFO,0.05
61751,AUROPHARMA19DEC500PE,15630338,PE,NFO,0.05
61752,AUROPHARMA19DEC500CE,15630082,CE,NFO,0.05
61753,AUROPHARMA19DEC490PE,15629826,PE,NFO,0.05
61754,AUROPHARMA19DEC490CE,15629570,CE,NFO,0.05
61755,AUROPHARMA19DEC480PE,15623170,PE,NFO,0.05
61756,AUROPHARMA19DEC480CE,15622914,CE,NFO,0.05
61757,AUROPHARMA19DEC470PE,15622658,PE,NFO,0.05
61758,AUROPHARMA19DEC470CE,15622402,CE,NFO,0.05
61759,AUROPHARMA19DEC460PE,15622146,PE,NFO,0.05
61760,AUROPHARMA19DEC460CE,15621890,CE,NFO,0.05
61761,AUROPHARMA19DEC450PE,15621634,PE,NFO,0.05
61762,AUROPHARMA19DEC450CE,15621378,CE,NFO,0.05
61763,ASIANPAINT19OCT1980PE,8981762,PE,NFO,0.05
61764,ASIANPAINT19OCT1980CE,8980994,CE,NFO,0.05
61765,ASIANPAINT19OCT1960PE,11577346,PE,NFO,0.05
61766,ASIANPAINT19OCT1960CE,11577090,CE,NFO,0.05
61767,ASIANPAINT19OCT1940PE,10784002,PE,NFO,0.05
61768,ASIANPAINT19OCT1940CE,10783746,CE,NFO,0.05
61769,ASIANPAINT19OCT1920PE,9001986,PE,NFO,0.05
61770,ASIANPAINT19OCT1920CE,9001730,CE,NFO,0.05
61771,ASIANPAINT19OCT1900PE,15385602,PE,NFO,0.05
61772,ASIANPAINT19OCT1880PE,15385090,PE,NFO,0.05
61773,ASIANPAINT19OCT1880CE,15384834,CE,NFO,0.05
61774,ASIANPAINT19OCT1860PE,15384578,PE,NFO,0.05
61775,ASIANPAINT19OCT1860CE,15384322,CE,NFO,0.05
61776,ASIANPAINT19OCT1840PE,15384066,PE,NFO,0.05
61777,ASIANPAINT19OCT1840CE,15383810,CE,NFO,0.05
61778,ASIANPAINT19OCT1820PE,15383554,PE,NFO,0.05
61779,ASIANPAINT19OCT1820CE,15383298,CE,NFO,0.05
61780,ASIANPAINT19OCT1780CE,15382274,CE,NFO,0.05
61781,ASIANPAINT19OCT1760PE,15382018,PE,NFO,0.05
61782,ASIANPAINT19OCT1760CE,15381762,CE,NFO,0.05
61783,ASIANPAINT19OCT1740PE,15381506,PE,NFO,0.05
61784,ASIANPAINT19OCT1740CE,15381250,CE,NFO,0.05
61785,ASIANPAINT19OCT1720PE,15380994,PE,NFO,0.05
61786,ASIANPAINT19OCT1720CE,15380738,CE,NFO,0.05
61787,ASIANPAINT19OCT1700PE,15380482,PE,NFO,0.05
61788,ASIANPAINT19OCT1700CE,15380226,CE,NFO,0.05
61789,ASIANPAINT19OCT1680PE,15379970,PE,NFO,0.05
61790,ASIANPAINT19OCT1640PE,15378946,PE,NFO,0.05
61791,ASIANPAINT19OCT1640CE,15378690,CE,NFO,0.05
61792,ASIANPAINT19OCT1620PE,15378434,PE,NFO,0.05
61793,ASIANPAINT19OCT1620CE,15378178,CE,NFO,0.05
61794,ASIANPAINT19OCT1600PE,15377922,PE,NFO,0.05
61795,ASIANPAINT19OCT1600CE,15377666,CE,NFO,0.05
61796,ASIANPAINT19OCT1580PE,15377410,PE,NFO,0.05
61797,ASIANPAINT19OCT1580CE,15377154,CE,NFO,0.05
61798,ASIANPAINT19OCT1560PE,15376898,PE,NFO,0.05
61799,ASIANPAINT19OCT1560CE,15376642,CE,NFO,0.05
61800,ASIANPAINT19OCT1540PE,15376386,PE,NFO,0.05
61801,HCLTECH19SEP860PE,16247042,PE,NFO,0.05
61802,ASIANPAINT19OCT1540CE,15376130,CE,NFO,0.05
61803,ASIANPAINT19OCT1520PE,15375874,PE,NFO,0.05
61804,ASIANPAINT19OCT1520CE,15375618,CE,NFO,0.05
61805,ASIANPAINT19OCT1500PE,15375362,PE,NFO,0.05
61806,ASIANPAINT19OCT1500CE,15375106,CE,NFO,0.05
61807,ASIANPAINT19OCT1480PE,15374850,PE,NFO,0.05
61808,ASIANPAINT19OCT1480CE,15374594,CE,NFO,0.05
61809,ASIANPAINT19OCT1460PE,15374338,PE,NFO,0.05
61810,ASIANPAINT19OCT1460CE,15374082,CE,NFO,0.05
61811,ASIANPAINT19OCT1440PE,15373826,PE,NFO,0.05
61812,ASIANPAINT19OCT1440CE,15373570,CE,NFO,0.05
61813,ASIANPAINT19OCT1420PE,15268354,PE,NFO,0.05
61814,ASIANPAINT19OCT1420CE,15268098,CE,NFO,0.05
61815,ASIANPAINT19OCT1400PE,15267842,PE,NFO,0.05
61816,ASIANPAINT19OCT1400CE,15267586,CE,NFO,0.05
61817,ASIANPAINT19OCT1380PE,15267330,PE,NFO,0.05
61818,ASIANPAINT19OCT1380CE,15267074,CE,NFO,0.05
61819,ASIANPAINT19OCT1360PE,15266818,PE,NFO,0.05
61820,ASIANPAINT19OCT1320PE,15265794,PE,NFO,0.05
61821,ASIANPAINT19OCT1320CE,15263234,CE,NFO,0.05
61822,ASIANPAINT19OCT1300PE,15262978,PE,NFO,0.05
61823,ASIANPAINT19OCT1300CE,15262722,CE,NFO,0.05
61824,ASIANPAINT19OCT1280PE,15262466,PE,NFO,0.05
61825,ASIANPAINT19OCT1280CE,15262210,CE,NFO,0.05
61826,ASIANPAINT19OCT1260PE,15261954,PE,NFO,0.05
61827,ASIANPAINT19OCT1260CE,15261698,CE,NFO,0.05
61828,ASIANPAINT19OCT1240PE,15261442,PE,NFO,0.05
61829,ASIANPAINT19OCT1240CE,15261186,CE,NFO,0.05
61830,ASIANPAINT19OCT1220PE,15260930,PE,NFO,0.05
61831,ASIANPAINT19OCT1220CE,15259394,CE,NFO,0.05
61832,ASIANPAINT19OCT1200PE,15259138,PE,NFO,0.05
61833,ASIANPAINT19OCT1200CE,15258882,CE,NFO,0.05
61834,ASIANPAINT19OCT1180PE,15258626,PE,NFO,0.05
61835,ASIANPAINT19OCT1180CE,15258370,CE,NFO,0.05
61836,ASIANPAINT19OCT1140PE,15257602,PE,NFO,0.05
61837,ASIANPAINT19OCT1140CE,15257346,CE,NFO,0.05
61838,ASIANPAINT19OCT1120PE,15257090,PE,NFO,0.05
61839,ASIANPAINT19OCT1120CE,15256834,CE,NFO,0.05
61840,ASIANPAINT19OCT1100PE,15255810,PE,NFO,0.05
61841,ASIANPAINT19OCT1100CE,15255554,CE,NFO,0.05
61842,ASIANPAINT19NOV2000CE,13106690,CE,NFO,0.05
61843,ASIANPAINT19NOV1980PE,13106434,PE,NFO,0.05
61844,ASIANPAINT19NOV1980CE,13103618,CE,NFO,0.05
61845,ASIANPAINT19NOV1960PE,13103362,PE,NFO,0.05
61846,ASIANPAINT19NOV1960CE,13103106,CE,NFO,0.05
61847,ASIANPAINT19NOV1940PE,13102850,PE,NFO,0.05
61848,ASIANPAINT19NOV1940CE,13102594,CE,NFO,0.05
61849,ASIANPAINT19NOV1920PE,13102338,PE,NFO,0.05
61850,ASIANPAINT19NOV1920CE,13102082,CE,NFO,0.05
61851,ASIANPAINT19NOV1900PE,13101826,PE,NFO,0.05
61852,ASIANPAINT19NOV1900CE,13101570,CE,NFO,0.05
61853,ASIANPAINT19NOV1880PE,13101314,PE,NFO,0.05
61854,ASIANPAINT19NOV1880CE,13099522,CE,NFO,0.05
61855,ASIANPAINT19NOV1860PE,13099266,PE,NFO,0.05
61856,ASIANPAINT19NOV1860CE,13099010,CE,NFO,0.05
61857,ASIANPAINT19NOV1840PE,13098754,PE,NFO,0.05
61858,ASIANPAINT19NOV1840CE,13098498,CE,NFO,0.05
61859,ASIANPAINT19NOV1820PE,13098242,PE,NFO,0.05
61860,ASIANPAINT19NOV1820CE,13097986,CE,NFO,0.05
61861,HCLTECH19SEP860CE,16246786,CE,NFO,0.05
61862,HCLTECH19SEP840PE,16246530,PE,NFO,0.05
61863,ASIANPAINT19NOV1800PE,13097730,PE,NFO,0.05
61864,ASIANPAINT19NOV1800CE,13097474,CE,NFO,0.05
61865,ASIANPAINT19NOV1780PE,13097218,PE,NFO,0.05
61866,ASIANPAINT19NOV1780CE,13096962,CE,NFO,0.05
61867,ASIANPAINT19NOV1760PE,13096706,PE,NFO,0.05
61868,ASIANPAINT19NOV1760CE,13096450,CE,NFO,0.05
61869,ASIANPAINT19NOV1740PE,13096194,PE,NFO,0.05
61870,ASIANPAINT19NOV1740CE,13095938,CE,NFO,0.05
61871,ASIANPAINT19NOV1720PE,13094658,PE,NFO,0.05
61872,ASIANPAINT19NOV1720CE,13094402,CE,NFO,0.05
61873,ASIANPAINT19NOV1700PE,13094146,PE,NFO,0.05
61874,ASIANPAINT19NOV1700CE,13093890,CE,NFO,0.05
61875,ASIANPAINT19NOV1680PE,13093634,PE,NFO,0.05
61876,ASIANPAINT19NOV1680CE,13093378,CE,NFO,0.05
61877,ASIANPAINT19NOV1660PE,13093122,PE,NFO,0.05
61878,ASIANPAINT19NOV1660CE,13092866,CE,NFO,0.05
61879,ASIANPAINT19NOV1640PE,13092610,PE,NFO,0.05
61880,ASIANPAINT19NOV1640CE,13092354,CE,NFO,0.05
61881,ASIANPAINT19NOV1620PE,13092098,PE,NFO,0.05
61882,ASIANPAINT19NOV1620CE,13091842,CE,NFO,0.05
61883,ASIANPAINT19NOV1600PE,13091586,PE,NFO,0.05
61884,ASIANPAINT19NOV1600CE,13091330,CE,NFO,0.05
61885,ASIANPAINT19NOV1580PE,13091074,PE,NFO,0.05
61886,ASIANPAINT19NOV1580CE,13090818,CE,NFO,0.05
61887,ASIANPAINT19NOV1560PE,13090562,PE,NFO,0.05
61888,ASIANPAINT19NOV1560CE,13090306,CE,NFO,0.05
61889,ASIANPAINT19NOV1540PE,13090050,PE,NFO,0.05
61890,ASIANPAINT19NOV1540CE,13089794,CE,NFO,0.05
61891,ASIANPAINT19NOV1520PE,13089026,PE,NFO,0.05
61892,ASIANPAINT19NOV1520CE,13088770,CE,NFO,0.05
61893,ASIANPAINT19NOV1500PE,13088514,PE,NFO,0.05
61894,ASIANPAINT19NOV1500CE,13088258,CE,NFO,0.05
61895,ASIANPAINT19NOV1480PE,13087490,PE,NFO,0.05
61896,ASIANPAINT19NOV1480CE,13087234,CE,NFO,0.05
61897,ASIANPAINT19NOV1460PE,13086978,PE,NFO,0.05
61898,ASIANPAINT19NOV1460CE,13086722,CE,NFO,0.05
61899,ASIANPAINT19NOV1440PE,13085954,PE,NFO,0.05
61900,ASIANPAINT19NOV1440CE,13085698,CE,NFO,0.05
61901,ASIANPAINT19NOV1420PE,13085442,PE,NFO,0.05
61902,ASIANPAINT19NOV1420CE,13085186,CE,NFO,0.05
61903,ASIANPAINT19NOV1400PE,13084930,PE,NFO,0.05
61904,ASIANPAINT19NOV1400CE,13084674,CE,NFO,0.05
61905,ASIANPAINT19NOV1380CE,13084162,CE,NFO,0.05
61906,ASIANPAINT19NOV1360PE,13083906,PE,NFO,0.05
61907,ASIANPAINT19NOV1360CE,13083650,CE,NFO,0.05
61908,ASIANPAINT19NOV1340PE,13083394,PE,NFO,0.05
61909,ASIANPAINT19NOV1340CE,13083138,CE,NFO,0.05
61910,ASIANPAINT19NOV1320PE,13082882,PE,NFO,0.05
61911,ASIANPAINT19NOV1320CE,13082626,CE,NFO,0.05
61912,ASIANPAINT19NOV1300PE,13082370,PE,NFO,0.05
61913,ASIANPAINT19NOV1300CE,13082114,CE,NFO,0.05
61914,ASIANPAINT19NOV1280PE,13081858,PE,NFO,0.05
61915,AUROPHARMA19NOV750PE,13137154,PE,NFO,0.05
61916,AUROPHARMA19NOV750CE,13136898,CE,NFO,0.05
61917,AUROPHARMA19NOV740PE,13136642,PE,NFO,0.05
61918,ASIANPAINT19NOV1280CE,13081602,CE,NFO,0.05
61919,ASIANPAINT19NOV1260PE,13081346,PE,NFO,0.05
61920,ASIANPAINT19NOV1260CE,13081090,CE,NFO,0.05
61921,HCLTECH19SEP840CE,16246274,CE,NFO,0.05
61922,HCLTECH19SEP820PE,16246018,PE,NFO,0.05
61923,HCLTECH19SEP820CE,16245762,CE,NFO,0.05
61924,ASIANPAINT19NOV1240PE,13080834,PE,NFO,0.05
